"year","ranking","artist","title"
2011,54,"Edward Maya featuring Vika Jigulina","Stereo Love"
2011,55,"Christina Perri","Jar of Hearts"
2011,56,"Wiz Khalifa","Roll Up"
2011,57,"LMFAO","Sexy and I Know It"
2011,58,"Far East Movement featuring Ryan Tedder","Rocketeer"
2011,59,"Kanye West featuring Rihanna","All of the Lights"
2011,60,"Britney Spears","Hold It Against Me"
2011,61,"Usher","More"
2011,62,"Avril Lavigne","What the Hell"
2011,63,"Tinie Tempah featuring Eric Turner","Written in the Stars"
2011,64,"Trey Songz featuring Nicki Minaj","Bottoms Up"
2011,65,"Usher featuring Pitbull","DJ Got Us Fallin' in Love"
2011,66,"The Script","For the First Time"
2011,67,"Blake Shelton","Honey Bee"
2011,68,"Jason Aldean featuring Kelly Clarkson","Don't You Wanna Stay"
2011,69,"Rihanna featuring Calvin Harris","We Found Love"
2011,70,"Keri Hilson","Pretty Girl Rock"
2011,71,"Lady Gaga","Yoü and I"
2011,72,"Far East Movement featuring The Cataracs and Dev","Like a G6"
2011,73,"David Guetta featuring Usher","Without You"
2011,74,"Taylor Swift","Back to December"
2011,75,"Katy Perry","Teenage Dream"
2011,76,"Eli Young Band","Crazy Girl"
2011,77,"Rihanna","Cheers (Drink to That)"
2011,78,"Selena Gomez & the Scene","Who Says"
2011,79,"Jake Owen","Barefoot Blue Jean Night"
2011,80,"Zac Brown Band featuring Jimmy Buffett","Knee Deep"
2011,81,"Luke Bryan","Country Girl (Shake It for Me)"
2011,82,"Brad Paisley and Carrie Underwood","Remind Me"
2011,83,"Dev","In the Dark"
2011,84,"New Boyz featuring The Cataracs and Dev","Backseat"
2011,85,"Drake","Headlines"
2011,86,"Beyoncé","Best Thing I Never Had"
2011,87,"Jason Derulo","Don't Wanna Go Home"
2011,88,"David Guetta featuring Flo Rida and Nicki Minaj","Where Them Girls At"
2011,89,"Chris Brown","She Ain't You"
2011,90,"Rodney Atkins","Take a Back Road"
2011,91,"Mike Posner","Please Don't Go"
2011,92,"Miguel","Sure Thing"
2011,93,"Jessie J featuring B.o.B","Price Tag"
2011,94,"Blake Shelton","God Gave Me You"
2011,95,"Lil Wayne featuring Drake","She Will"
2011,96,"Thompson Square","Are You Gonna Kiss Me or Not"
2011,97,"Neon Trees","Animal"
2011,98,"Kenny Chesney featuring Grace Potter","You and Tequila"
2011,99,"Zac Brown Band","Colder Weather"
2011,100,"Big Sean featuring Chris Brown","My Last"
2012,1,"Gotye featuring Kimbra","Somebody That I Used to Know"
2012,2,"Carly Rae Jepsen","Call Me Maybe"
2012,3,"Fun featuring Janelle Monáe","We Are Young"
2012,4,"Maroon 5 featuring Wiz Khalifa","Payphone"
2012,5,"Ellie Goulding","Lights"
2012,6,"The Wanted","Glad You Came"
2012,7,"Kelly Clarkson","Stronger (What Doesn't Kill You)"
2012,8,"Rihanna featuring Calvin Harris","We Found Love"
2012,9,"Nicki Minaj","Starships"
2012,10,"One Direction","What Makes You Beautiful"
2012,11,"Flo Rida featuring Sia","Wild Ones"
2012,12,"Adele","Set Fire to the Rain"
2012,13,"LMFAO","Sexy and I Know It"
2012,14,"Fun","Some Nights"
2012,15,"Katy Perry","Wide Awake"
2012,16,"Flo Rida","Good Feeling"
2012,17,"Flo Rida","Whistle"
2012,18,"Maroon 5","One More Night"
2012,19,"Train","Drive By"
2012,20,"Drake featuring Lil Wayne","The Motto"
2012,21,"Rihanna","Where Have You Been"
2012,22,"Neon Trees","Everybody Talks"
2012,23,"Drake featuring Rihanna","Take Care"
2012,24,"David Guetta featuring Sia","Titanium"
2012,25,"Jason Mraz","I Won't Give Up"
2012,26,"Bruno Mars","It Will Rain"
2012,27,"Kanye West, Big Sean, Pusha T and 2 Chainz","Mercy"
2012,28,"Justin Bieber","Boyfriend"
2012,29,"LMFAO featuring Lauren Bennett and GoonRock","Party Rock Anthem"
2012,30,"Alex Clare","Too Close"
2012,31,"Katy Perry","Part of Me"
2012,32,"Snoop Dogg and Wiz Khalifa featuring Bruno Mars","Young, Wild & Free"
2012,33,"Taylor Swift","We Are Never Ever Getting Back Together"
2012,34,"Justin Bieber featuring Big Sean","As Long as You Love Me"
2012,35,"David Guetta featuring Nicki Minaj","Turn Me On"
2012,36,"Maroon 5 featuring Christina Aguilera","Moves like Jagger"
2012,37,"Pink","Blow Me (One Last Kiss)"
2012,38,"Owl City and Carly Rae Jepsen","Good Time"
2012,39,"Demi Lovato","Give Your Heart a Break"
2012,40,"Jay-Z and Kanye West","Niggas in Paris"
2012,41,"Katy Perry","The One That Got Away"
2012,42,"Calvin Harris","Feel So Close"
2012,43,"Adele","Someone like You"
2012,44,"Usher","Scream"
2012,45,"Tyga","Rack City"
2012,46,"Jessie J","Domino"
2012,47,"Psy","Gangnam Style"
2012,48,"Pitbull featuring Chris Brown","International Love"
2012,49,"Phillip Phillips","Home"
2012,50,"David Guetta featuring Usher","Without You"
2012,51,"Gym Class Heroes featuring Neon Hitch","Ass Back Home"
2012,52,"Hunter Hayes","Wanted"
2012,53,"Luke Bryan","Drunk on You"
2012,54,"2 Chainz featuring Drake","No Lie"
2012,55,"Cher Lloyd","Want U Back"
2012,56,"Chris Brown","Don't Wake Me Up"
2012,57,"Big Sean featuring Nicki Minaj","Dance (A$$)"
2012,58,"Eric Church","Springsteen"
2012,59,"Karmin","Brokenhearted"
2012,60,"Gavin DeGraw","Not Over You"
2012,61,"Gym Class Heroes featuring Adam Levine","Stereo Hearts"
2012,62,"Pitbull","Back in Time"
2012,63,"J. Cole","Work Out"
2012,64,"Adele","Rumour Has It"
2012,65,"Calvin Harris featuring Ne-Yo","Let's Go"
2012,66,"Carrie Underwood","Good Girl"
2012,67,"Little Big Town","Pontoon"
2012,68,"The Lumineers","Ho Hey"
2012,69,"Coldplay","Paradise"
2012,70,"Carrie Underwood","Blown Away"
2012,71,"Adele","Rolling in the Deep"
2012,72,"Usher","Climax"
2012,73,"Wiz Khalifa","Work Hard, Play Hard"
2012,74,"Ne-Yo","Let Me Love You (Until You Learn to Love Yourself)"
2012,75,"Nicki Minaj","Pound the Alarm"
2012,76,"Kenny Chesney","Come Over"
2012,77,"Trey Songz","Heart Attack"
2012,78,"Kirko Bangz","Drank in My Cup"
2012,79,"Rihanna featuring Chris Brown","Birthday Cake"
2012,80,"B.o.B","So Good"
2012,81,"Train","50 Ways to Say Goodbye"
2012,82,"Toby Keith","Red Solo Cup"
2012,83,"Selena Gomez & the Scene","Love You like a Love Song"
2012,84,"Chris Brown","Turn Up the Music"
2012,85,"Kesha","Die Young"
2012,86,"T-Pain featuring Wiz Khalifa and Lily Allen","5 O'Clock"
2012,87,"Christina Perri","A Thousand Years"
2012,88,"Jason Aldean","Take a Little Ride"
2012,89,"Rihanna","You da One"
2012,90,"Havana Brown featuring Pitbull","We Run the Night"
2012,91,"Imagine Dragons","It's Time"
2012,92,"Cash Out","Cashin' Out"
2012,93,"Luke Bryan","I Don't Want This Night to End"
2012,94,"Rihanna","Diamonds"
2012,95,"Lee Brice","Hard to Love"
2012,96,"Kip Moore","Somethin' 'Bout a Truck"
2012,97,"Miguel","Adorn"
2012,98,"Jason Aldean","Fly Over States"
2012,99,"Eli Young Band","Even If It Breaks Your Heart"
2012,100,"Linkin Park","Burn It Down"
2013,1,"Macklemore & Ryan Lewis featuring Wanz","Thrift Shop"
2013,2,"Robin Thicke featuring T.I. and Pharrell Williams","Blurred Lines"
2013,3,"Imagine Dragons","Radioactive"
2013,4,"Baauer","Harlem Shake"
2013,5,"Macklemore & Ryan Lewis featuring Ray Dalton","Can't Hold Us"
2013,6,"Justin Timberlake","Mirrors"
2013,7,"Pink featuring Nate Ruess","Just Give Me a Reason"
2013,8,"Bruno Mars","When I Was Your Man"
2013,9,"Florida Georgia Line featuring Nelly","Cruise"
2013,10,"Katy Perry","Roar"
2013,11,"Bruno Mars","Locked Out of Heaven"
2013,12,"The Lumineers","Ho Hey"
2013,13,"Rihanna featuring Mikky Ekko","Stay"
2013,14,"Daft Punk featuring Pharrell Williams","Get Lucky"
2013,15,"Lorde","Royals"
2013,16,"Taylor Swift","I Knew You Were Trouble"
2013,17,"Miley Cyrus","We Can't Stop"
2013,18,"Miley Cyrus","Wrecking Ball"
2013,19,"Avicii","Wake Me Up"
2013,20,"Justin Timberlake featuring Jay-Z","Suit & Tie"
2013,21,"Anna Kendrick","Cups (Pitch Perfect's When I'm Gone)"
2013,22,"Jay-Z featuring Justin Timberlake","Holy Grail"
2013,23,"will.i.am featuring Britney Spears","Scream & Shout"
2013,24,"Zedd featuring Foxes","Clarity"
2013,25,"Awolnation","Sail"
2013,26,"Swedish House Mafia featuring John Martin","Don't You Worry Child"
2013,27,"Rihanna","Diamonds"
2013,28,"Icona Pop featuring Charli XCX","I Love It"
2013,29,"Capital Cities","Safe and Sound"
2013,30,"Bruno Mars","Treasure"
2013,31,"Ariana Grande featuring Mac Miller","The Way"
2013,32,"Drake","Started from the Bottom"
2013,33,"Selena Gomez","Come & Get It"
2013,34,"Drake featuring Majid Jordan","Hold On, We're Going Home"
2013,35,"Maroon 5","Daylight"
2013,36,"Pitbull featuring Christina Aguilera","Feel This Moment"
2013,37,"Lady Gaga","Applause"
2013,38,"Maroon 5","One More Night"
2013,39,"Lil Wayne featuring Drake and Future","Love Me"
2013,40,"Fall Out Boy","My Songs Know What You Did in the Dark (Light Em Up)"
2013,41,"ASAP Rocky featuring Drake, 2 Chainz and Kendrick Lamar","Fuckin' Problems"
2013,42,"Justin Bieber featuring Nicki Minaj","Beauty and a Beat"
2013,43,"Macklemore & Ryan Lewis featuring Mary Lambert","Same Love"
2013,44,"Calvin Harris featuring Florence Welch","Sweet Nothing"
2013,45,"Lana Del Rey and Cédric Gervais","Summertime Sadness"
2013,46,"Phillip Phillips","Home"
2013,47,"Imagine Dragons","It's Time"
2013,48,"J. Cole featuring Miguel","Power Trip"
2013,49,"Alicia Keys","Girl on Fire"
2013,50,"Demi Lovato","Heart Attack"
2013,51,"Maroon 5","Love Somebody"
2013,52,"Mumford & Sons","I Will Wait"
2013,53,"Pink","Try"
2013,54,"Darius Rucker","Wagon Wheel"
2013,55,"Psy","Gangnam Style"
2013,56,"Calvin Harris featuring Ellie Goulding","I Need Your Love"
2013,57,"Kesha","Die Young"
2013,58,"Fun","Some Nights"
2013,59,"Wale featuring Tiara Thomas","Bad"
2013,60,"Blake Shelton featuring Pistol Annies and Friends","Boys 'Round Here"
2013,61,"Phillip Phillips","Gone, Gone, Gone"
2013,62,"Imagine Dragons","Demons"
2013,63,"OneRepublic","Counting Stars"
2013,64,"Flo Rida","I Cry"
2013,65,"Of Monsters and Men","Little Talks"
2013,66,"Jason Derulo","The Other Side"
2013,67,"Eminem","Berzerk"
2013,68,"Kelly Clarkson","Catch My Breath"
2013,69,"Luke Bryan","Crash My Party"
2013,70,"Rihanna","Pour It Up"
2013,71,"Taylor Swift","22"
2013,72,"Hunter Hayes","I Want Crazy"
2013,73,"Ylvis","The Fox (What Does the Fox Say?)"
2013,74,"One Direction","Best Song Ever"
2013,75,"Ed Sheeran","The A Team"
2013,76,"Fun","Carry On"
2013,77,"Tim McGraw featuring Taylor Swift and Keith Urban","Highway Don't Care"
2013,78,"Luke Bryan","That's My Kind of Night"
2013,79,"Kendrick Lamar","Swimming Pools (Drank)"
2013,80,"Blake Shelton","Sure Be Cool If You Did"
2013,81,"Mariah Carey featuring Miguel","#Beautiful"
2013,82,"Olly Murs featuring Flo Rida","Troublemaker"
2013,83,"Ciara","Body Party"
2013,84,"Miguel","Adorn"
2013,85,"The Script featuring will.i.am","Hall of Fame"
2013,86,"Ne-Yo","Let Me Love You (Until You Learn to Love Yourself)"
2013,87,"Rocko featuring Future and Rick Ross","U.O.E.N.O."
2013,88,"Emeli Sandé","Next to Me"
2013,89,"Miranda Lambert","Mama's Broken Heart"
2013,90,"Thomas Rhett","It Goes Like This"
2013,91,"Ace Hood featuring Future and Rick Ross","Bugatti"
2013,92,"Hunter Hayes","Wanted"
2013,93,"Lady Antebellum","Downtown"
2013,94,"Florida Georgia Line","Get Your Shine On"
2013,95,"will.i.am featuring Justin Bieber","#thatPower"
2013,96,"Sara Bareilles","Brave"
2013,97,"Passenger","Let Her Go"
2013,98,"Randy Houser","Runnin' Outta Moonlight"
2013,99,"2 Chainz","I'm Different"
2013,100,"Paramore","Still Into You"
2014,1,"Pharrell Williams","Happy"
2014,2,"Katy Perry featuring Juicy J","Dark Horse"
2014,3,"John Legend","All of Me"
2014,4,"Iggy Azalea featuring Charli XCX","Fancy"
2014,5,"OneRepublic","Counting Stars"
2014,6,"Jason Derulo featuring 2 Chainz","Talk Dirty"
2014,7,"Magic!","Rude"
2014,8,"Meghan Trainor","All About That Bass"
2014,9,"Ariana Grande featuring Iggy Azalea","Problem"
2014,10,"Sam Smith","Stay with Me"
2014,11,"Pitbull featuring Kesha","Timber"
2014,12,"Bastille","Pompeii"
2014,13,"Taylor Swift","Shake It Off"
2014,14,"Nico & Vinz","Am I Wrong"
2014,15,"DJ Snake and Lil Jon","Turn Down for What"
2014,16,"Eminem featuring Rihanna","The Monster"
2014,17,"A Great Big World and Christina Aguilera","Say Something"
2014,18,"Lorde","Team"
2014,19,"Passenger","Let Her Go"
2014,20,"Lorde","Royals"
2014,21,"Idina Menzel","Let It Go"
2014,22,"Avicii","Wake Me Up"
2014,23,"Imagine Dragons","Demons"
2014,24,"One Direction","Story of My Life"
2014,25,"Sia","Chandelier"
2014,26,"Iggy Azalea featuring Rita Ora","Black Widow"
2014,27,"Jessie J, Ariana Grande, and Nicki Minaj","Bang Bang"
2014,28,"Disclosure featuring Sam Smith","Latch"
2014,29,"Maroon 5","Maps"
2014,30,"Chris Brown featuring Lil Wayne and French Montana, Too Short, or Tyga","Loyal"
2014,31,"American Authors","Best Day of My Life"
2014,32,"Tove Lo","Habits (Stay High)"
2014,33,"Calvin Harris","Summer"
2014,34,"Charli XCX","Boom Clap"
2014,35,"Beyoncé featuring Jay-Z","Drunk in Love"
2014,36,"Nicki Minaj","Anaconda"
2014,37,"Ariana Grande featuring Zedd","Break Free"
2014,38,"Enrique Iglesias featuring Descemer Bueno and Gente de Zona","Bailando"
2014,39,"Ellie Goulding","Burn"
2014,40,"Jason Derulo featuring Snoop Dogg","Wiggle"
2014,41,"Clean Bandit featuring Jess Glynne","Rather Be"
2014,42,"Jeremih featuring YG","Don't Tell 'Em"
2014,43,"Kid Ink featuring Chris Brown","Show Me"
2014,44,"Miley Cyrus","Wrecking Ball"
2014,45,"Justin Timberlake","Not a Bad Thing"
2014,46,"Katy Perry","Roar"
2014,47,"Paramore","Ain't It Fun"
2014,48,"Aloe Blacc","The Man"
2014,49,"Florida Georgia Line featuring Luke Bryan","This Is How We Roll"
2014,50,"MKTO","Classic"
2014,51,"Coldplay","A Sky Full of Stars"
2014,52,"Ed Sheeran","Don't"
2014,53,"Trey Songz","Na Na"
2014,54,"Bobby Shmurda","Hot Boy"
2014,55,"Drake featuring Majid Jordan","Hold On, We're Going Home"
2014,56,"Ed Sheeran","Sing"
2014,57,"Imagine Dragons","Radioactive"
2014,58,"YG featuring Jeezy and Rich Homie Quan","My Hitta"
2014,59,"Echosmith","Cool Kids"
2014,60,"Avicii","Hey Brother"
2014,61,"Jason Derulo","Trumpets"
2014,62,"Maroon 5","Animals"
2014,63,"Jason Aldean","Burnin' It Down"
2014,64,"Luke Bryan","Play It Again"
2014,65,"Tinashe featuring ScHoolboy Q","2 On"
2014,66,"Florida Georgia Line","Dirt"
2014,67,"OneRepublic","Love Runs Out"
2014,68,"Brantley Gilbert","Bottoms Up"
2014,69,"Becky G","Shower"
2014,70,"Rixton","Me and My Broken Heart"
2014,71,"Martin Garrix","Animals"
2014,72,"Rich Gang featuring Young Thug and Rich Homie Quan","Lifestyle"
2014,73,"Kenny Chesney","American Kids"
2014,74,"Sara Bareilles","Brave"
2014,75,"The Neighbourhood","Sweater Weather"
2014,76,"Sam Hunt","Leave the Night On"
2014,77,"Chris Brown featuring Usher and Rick Ross","New Flame"
2014,78,"Michael Jackson and Justin Timberlake","Love Never Felt So Good"
2014,79,"Dierks Bentley","Drunk on a Plane"
2014,80,"Katy Perry","Birthday"
2014,81,"Lady Antebellum","Bartender"
2014,82,"Naughty Boy featuring Sam Smith","La La La"
2014,83,"Robin Thicke featuring T.I. and Pharrell Williams","Blurred Lines"
2014,84,"Lady Gaga featuring R. Kelly","Do What U Want"
2014,85,"Shakira featuring Rihanna","Can't Remember to Forget You"
2014,86,"5 Seconds of Summer","Amnesia"
2014,87,"T.I. featuring Iggy Azalea","No Mediocre"
2014,88,"KONGOS","Come with Me Now"
2014,89,"Lil Wayne featuring Drake","Believe Me"
2014,90,"Mike WiLL Made-It featuring Miley Cyrus, Wiz Khalifa, and Juicy J","23"
2014,91,"Jake Owen","Beachin'"
2014,92,"Macklemore & Ryan Lewis featuring ScHoolboy Q and Hollis","White Walls"
2014,93,"5 Seconds of Summer","She Looks So Perfect"
2014,94,"Zedd featuring Hayley Williams","Stay the Night"
2014,95,"Beyoncé","Partition"
2014,96,"ScHoolboy Q featuring BJ the Chicago Kid","Studio"
2014,97,"Drake","0 to 100 / The Catch Up"
2014,98,"Lee Brice","I Don't Dance"
2014,99,"Miranda Lambert and Carrie Underwood","Somethin' Bad"
2014,100,"Miley Cyrus","Adore You"
2015,1,"Mark Ronson featuring Bruno Mars","Uptown Funk"
2015,2,"Ed Sheeran","Thinking Out Loud"
2015,3,"Wiz Khalifa featuring Charlie Puth","See You Again"
2015,4,"Fetty Wap","Trap Queen"
2015,5,"Maroon 5","Sugar"
2015,6,"Walk the Moon","Shut Up and Dance"
2015,7,"Taylor Swift","Blank Space"
2015,8,"Silentó","Watch Me"
2015,9,"The Weeknd","Earned It"
2015,10,"The Weeknd","The Hills"
2015,11,"OMI","Cheerleader"
2015,12,"The Weeknd","Can't Feel My Face"
2015,13,"Ellie Goulding","Love Me Like You Do"
2015,14,"Hozier","Take Me to Church"
2015,15,"Taylor Swift featuring Kendrick Lamar","Bad Blood"
2015,16,"Major Lazer and DJ Snake featuring MØ","Lean On"
2015,17,"Jason Derulo","Want to Want Me"
2015,18,"Taylor Swift","Shake It Off"
2015,19,"Skrillex and Diplo featuring Justin Bieber","Where Are Ü Now"
2015,20,"Rachel Platten","Fight Song"
2015,21,"Fetty Wap featuring Remy Boyz","679"
2015,22,"Meghan Trainor","Lips Are Movin"
2015,23,"Fifth Harmony featuring Kid Ink","Worth It"
2015,24,"Omarion featuring Chris Brown and Jhené Aiko","Post to Be"
2015,25,"Andy Grammer","Honey, I'm Good."
2015,26,"Sam Smith","I'm Not the Only One"
2015,27,"Selena Gomez featuring ASAP Rocky","Good for You"
2015,28,"Meghan Trainor","All About That Bass"
2015,29,"Taylor Swift","Style"
2015,30,"Drake","Hotline Bling"
2015,31,"David Guetta featuring Nicki Minaj, Bebe Rexha and Afrojack","Hey Mama"
2015,32,"Flo Rida featuring Sage the Gemini and Lookas","G.D.F.R."
2015,33,"Justin Bieber","What Do You Mean?"
2015,34,"Ed Sheeran","Photograph"
2015,35,"Adele","Hello"
2015,36,"Shawn Mendes","Stitches"
2015,37,"Tove Lo","Talking Body"
2015,38,"Nick Jonas","Jealous"
2015,39,"Pitbull and Ne-Yo","Time of Our Lives"
2015,40,"R. City featuring Adam Levine","Locked Away"
2015,41,"Natalie La Rose featuring Jeremih","Somebody"
2015,42,"Rihanna, Kanye West and Paul McCartney","FourFiveSeconds"
2015,43,"Fall Out Boy","Centuries"
2015,44,"Fetty Wap featuring Monty","My Way"
2015,45,"Sam Hunt","Take Your Time"
2015,46,"Maroon 5","Animals"
2015,47,"Big Sean featuring E-40","I Don't Fuck with You"
2015,48,"Rihanna","Bitch Better Have My Money"
2015,49,"Rich Homie Quan","Flex (Ooh, Ooh, Ooh)"
2015,50,"T-Wayne","Nasty Freestyle"
2015,51,"Nicki Minaj featuring Drake, Lil Wayne and Chris Brown","Only"
2015,52,"Sia","Elastic Heart"
2015,53,"Demi Lovato","Cool for the Summer"
2015,54,"X Ambassadors","Renegades"
2015,55,"Usher featuring Juicy J","I Don't Mind"
2015,56,"Ariana Grande and The Weeknd","Love Me Harder"
2015,57,"Taylor Swift","Wildest Dreams"
2015,58,"Sam Smith","Stay with Me"
2015,59,"DJ Snake and AlunaGeorge","You Know You Like It"
2015,60,"Fall Out Boy","Uma Thurman"
2015,61,"Beyoncé","7/11"
2015,62,"Selena Gomez","The Heart Wants What It Wants"
2015,63,"Little Big Town","Girl Crush"
2015,64,"Trey Songz","Slow Motion"
2015,65,"One Direction","Drag Me Down"
2015,66,"Nicki Minaj featuring Drake and Lil Wayne","Truffle Butter"
2015,67,"Ariana Grande","One Last Time"
2015,68,"Nick Jonas","Chains"
2015,69,"Meek Mill featuring Chris Brown and Nicki Minaj","All Eyes on You"
2015,70,"Rae Sremmurd","No Type"
2015,71,"Vance Joy","Riptide"
2015,72,"Jidenna featuring Roman GianArthur","Classic Man"
2015,73,"Elle King","Ex's & Oh's"
2015,74,"Meghan Trainor","Dear Future Husband"
2015,75,"Charlie Puth featuring Meghan Trainor","Marvin Gaye"
2015,76,"Meghan Trainor featuring John Legend","Like I'm Gonna Lose You"
2015,77,"Tove Lo","Habits (Stay High)"
2015,78,"James Newton Howard featuring Jennifer Lawrence","The Hanging Tree"
2015,79,"O.T. Genasis","CoCo"
2015,80,"Jessie J, Ariana Grande and Nicki Minaj","Bang Bang"
2015,81,"Sam Smith","Lay Me Down"
2015,82,"ILoveMakonnen featuring Drake","Tuesday"
2015,83,"iLoveMemphis","Hit the Quan"
2015,84,"Macklemore & Ryan Lewis featuring Eric Nally, Melle Mel, Kool Moe Dee and Grandmaster Caz","Downtown"
